naics,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
113300,00-0000,66210,13.45,7.97,10.18,17.26,22.09
113300,11-0000,1380,30.22,18.57,21.93,47.20,62.94
113300,11-1011,140,32.48,20.76,26.40,41.66,#
113300,11-1021,1000,31.86,18.46,22.37,50.16,#
113300,11-3051,30,26.92,17.96,23.93,38.29,54.77
113300,11-9011,**,22.16,18.58,19.91,37.97,43.32
113300,13-0000,480,18.74,8.96,13.14,26.53,35.47
113300,13-1021,40,10.71,8.94,9.61,25.05,28.89
113300,13-1023,160,16.31,7.82,8.84,18.58,26.83
113300,13-1199,**,31.21,23.93,25.95,39.33,43.25
113300,13-2011,150,16.42,12.00,12.96,21.91,28.47
113300,19-0000,430,22.73,8.53,15.19,30.23,33.95
113300,19-1032,380,22.83,8.38,15.43,30.87,34.20
113300,19-4093,40,15.91,9.06,10.28,24.66,27.75
113300,33-0000,320,8.48,7.16,7.55,12.41,20.27
113300,33-9032,210,8.02,7.05,7.40,8.64,10.72
113300,37-0000,740,12.18,8.08,9.78,13.80,19.76
113300,37-2011,70,8.44,5.88,6.88,10.27,14.69
113300,37-3011,100,10.36,8.51,9.24,17.92,20.51
113300,37-3013,**,12.74,8.97,11.51,13.98,20.24
113300,41-0000,**,24.19,13.92,21.98,26.50,31.90
113300,41-4012,**,24.47,16.15,22.40,26.58,31.73
113300,43-0000,4450,10.28,6.34,7.64,13.91,17.08
113300,43-1011,280,15.94,11.17,13.46,18.42,24.15
113300,43-3031,1140,11.10,7.50,9.20,14.90,17.67
113300,43-3051,270,14.73,6.69,9.73,16.31,17.27
113300,43-4071,90,7.08,5.73,6.27,8.64,10.34
113300,43-4171,**,12.15,7.54,10.78,13.17,13.78
113300,43-5071,**,12.25,10.89,11.43,13.04,13.58
113300,43-6011,170,16.22,11.25,13.79,21.07,28.02
113300,43-6014,810,7.92,5.90,6.61,10.04,13.47
113300,43-9061,1440,9.18,6.09,6.93,11.35,13.89
113300,45-0000,37330,13.85,8.40,10.80,17.35,21.84
113300,45-1011,2550,19.16,13.22,15.40,25.04,31.33
113300,45-2091,**,15.07,8.97,13.93,16.17,16.84
113300,45-2092,**,8.10,7.30,7.60,8.61,10.50
113300,45-2093,30,12.29,8.06,10.15,13.37,14.08
113300,45-2099,**,14.30,5.85,6.64,17.23,19.86
113300,45-4011,220,13.61,6.51,8.02,15.91,17.11
113300,45-4021,8470,13.82,8.06,10.49,19.58,25.65
113300,45-4022,20850,13.29,8.34,10.56,16.51,20.27
113300,45-4023,1030,9.71,7.65,8.53,11.25,13.84
113300,45-4029,3790,15.06,10.68,12.80,17.15,19.74
113300,47-0000,690,14.01,10.55,12.13,17.19,25.58
113300,47-1011,40,23.45,13.74,17.81,34.53,41.13
113300,47-2073,570,13.55,10.51,11.98,16.02,18.78
113300,49-0000,2930,15.90,9.83,12.54,19.61,23.25
113300,49-1011,110,24.38,15.52,19.95,30.07,38.74
113300,49-3011,30,37.53,16.30,24.11,41.71,44.20
113300,49-3023,**,6.35,5.56,5.85,6.84,16.08
113300,49-3031,300,15.10,9.12,11.02,18.73,21.35
113300,49-3042,1160,15.91,11.38,12.95,19.03,21.12
113300,49-9042,430,14.48,9.30,11.05,18.14,21.56
113300,49-9043,180,12.73,7.57,10.27,16.06,24.29
113300,49-9096,470,16.75,13.29,14.87,19.41,21.58
113300,49-9098,**,9.08,5.89,6.73,10.43,13.32
113300,51-0000,4160,10.35,7.44,8.94,12.71,17.45
113300,51-1011,**,13.36,11.21,12.01,22.03,48.65
113300,51-4035,**,14.04,9.63,10.99,18.48,20.43
113300,51-7041,2190,10.02,7.44,8.80,11.32,14.76
113300,51-7042,410,10.87,7.03,8.37,14.59,19.01
113300,51-9198,400,8.26,6.46,7.32,10.29,11.83
113300,53-0000,12960,12.62,7.74,9.63,16.09,19.59
113300,53-1021,240,18.43,8.19,14.01,20.90,23.23
113300,53-1031,160,22.17,17.87,19.47,25.92,28.77
113300,53-3032,7520,13.32,8.96,10.68,16.31,19.58
113300,53-3033,1070,10.85,7.05,8.55,15.08,16.92
113300,53-7011,40,10.15,7.26,8.08,15.50,17.32
113300,53-7021,80,12.82,10.87,11.62,21.06,25.45
113300,53-7032,320,17.65,10.94,12.57,22.73,25.44
113300,53-7041,180,16.01,11.68,14.57,17.44,19.55
113300,53-7051,1000,12.02,8.17,9.70,15.86,18.66
113300,53-7061,140,6.78,5.47,5.95,9.53,10.38
113300,53-7062,1690,9.06,6.53,7.48,13.13,16.11
113300,53-7063,330,8.26,6.12,7.01,9.89,11.39
113300,53-7121,**,10.41,9.31,9.72,11.10,11.89
115100,00-0000,288490,7.88,6.36,7.13,8.96,13.10
115100,11-0000,5120,28.85,15.37,20.71,43.49,68.96
115100,11-1011,520,53.23,26.00,39.06,#,#
115100,11-1021,2180,30.83,16.09,21.98,45.59,#
115100,11-2011,50,20.64,12.76,15.49,33.04,56.10
115100,11-2022,180,38.63,19.98,26.06,52.61,#
115100,11-3031,230,33.56,23.38,26.94,42.25,63.91
115100,11-3051,180,23.96,15.47,19.38,31.68,42.06
115100,11-3071,140,26.02,15.31,19.89,35.82,50.70
115100,11-9011,1410,22.85,13.28,17.52,30.73,42.68
115100,11-9012,100,20.13,9.70,17.25,24.19,32.77
115100,13-0000,820,24.19,15.37,19.45,31.80,40.87
115100,13-1021,80,25.01,15.96,19.21,34.19,43.62
115100,13-1199,150,22.67,14.79,19.43,32.05,54.10
115100,13-2011,420,25.26,16.62,20.23,31.70,40.86
115100,15-0000,120,22.04,11.01,15.09,32.53,40.84
115100,15-1061,80,21.08,10.92,13.79,34.08,43.41
115100,17-0000,**,25.65,11.53,13.34,36.19,48.95
115100,19-0000,540,18.62,10.75,12.93,26.15,34.79
115100,19-1012,60,27.36,18.23,22.43,38.06,47.70
115100,19-1013,220,23.20,14.18,18.30,29.28,37.04
115100,19-4011,160,13.45,9.24,10.56,18.25,25.61
115100,25-0000,50,19.14,12.54,15.33,28.51,41.55
115100,25-9021,50,19.14,12.54,15.33,28.51,41.55
115100,29-0000,30,19.57,12.09,14.95,23.67,29.80
115100,33-0000,200,8.00,6.37,7.12,9.38,10.62
115100,33-9032,200,8.00,6.37,7.12,9.38,10.62
115100,37-0000,4060,8.78,6.14,7.18,11.90,16.27
115100,37-1012,160,20.51,10.34,15.45,26.79,31.99
115100,37-2011,870,7.94,6.02,7.03,9.05,12.01
115100,37-3011,590,9.29,6.49,7.40,11.63,14.48
115100,37-3012,1990,9.30,6.19,7.19,12.16,15.93
115100,37-3013,250,8.70,7.29,7.80,14.29,19.26
115100,41-0000,1700,20.53,7.87,13.54,30.39,45.79
115100,41-1012,70,33.48,18.72,21.34,50.19,64.45
115100,41-2011,60,7.38,5.84,6.50,8.40,9.79
115100,41-2031,110,8.37,5.98,6.83,12.07,19.50
115100,41-3099,90,23.68,10.86,15.95,36.29,53.01
115100,41-4011,80,46.47,18.71,22.11,51.67,54.78
115100,41-4012,1190,20.73,9.36,14.92,28.54,42.37
115100,41-9022,30,25.46,17.48,20.29,31.16,33.89
115100,43-0000,12140,10.50,7.09,8.17,14.04,18.16
115100,43-1011,800,17.27,11.00,13.72,22.32,28.11
115100,43-2011,30,11.57,9.32,10.17,13.38,15.94
115100,43-3011,90,12.78,9.51,10.89,14.61,17.71
115100,43-3021,**,7.19,6.37,7.08,9.95,13.14
115100,43-3031,2290,12.46,7.86,9.86,15.90,20.07
115100,43-3051,690,11.85,7.95,9.83,14.47,17.47
115100,43-3061,40,12.66,9.48,10.45,17.48,21.25
115100,43-4051,150,14.62,8.62,12.01,17.38,20.65
115100,43-4071,250,8.51,6.26,7.38,10.22,12.28
115100,43-4151,200,12.53,9.30,10.42,15.70,20.85
115100,43-4161,140,13.39,8.66,10.70,16.48,20.01
115100,43-4171,360,9.46,6.29,7.20,11.30,13.12
115100,43-4199,50,6.62,5.69,6.04,7.53,10.19
115100,43-5061,80,13.30,8.11,11.24,16.70,20.33
115100,43-5071,1000,10.27,7.65,8.68,12.57,15.83
115100,43-5081,70,7.64,5.94,6.59,11.19,19.03
115100,43-5111,1510,7.86,6.91,7.28,8.44,9.62
115100,43-6011,530,16.07,9.93,12.18,19.71,22.44
115100,43-6014,1310,10.16,6.67,8.05,12.74,15.36
115100,43-9011,160,8.88,7.28,7.88,13.42,16.80
115100,43-9021,190,8.30,6.51,7.48,9.34,13.11
115100,43-9061,2110,9.55,6.68,7.79,11.71,15.42
115100,45-0000,209930,7.68,6.32,7.07,8.45,10.33
115100,45-1011,5070,13.71,8.07,10.09,18.91,24.40
115100,45-1012,2120,8.21,6.32,7.10,12.80,18.48
115100,45-2011,300,13.10,8.51,9.85,19.84,25.26
115100,45-2021,50,12.94,9.33,10.44,16.09,18.90
115100,45-2041,17490,7.48,5.93,6.76,8.45,9.58
115100,45-2091,13970,8.34,6.19,7.15,10.32,13.25
115100,45-2092,166700,7.62,6.37,7.07,8.33,9.11
115100,45-2093,3120,7.18,7.00,7.07,8.14,9.95
115100,45-2099,710,8.33,6.16,7.18,10.26,13.08
115100,47-0000,180,13.89,8.15,10.84,17.45,21.88
115100,47-2073,80,14.35,9.92,12.35,16.72,25.15
115100,49-0000,4540,12.21,7.52,9.25,16.50,21.16
115100,49-1011,310,22.01,13.26,16.68,28.03,33.73
115100,49-3011,170,14.35,8.75,10.23,20.01,25.96
115100,49-3031,290,13.80,9.08,10.95,17.21,20.49
115100,49-3041,1040,12.46,8.11,9.93,15.65,18.94
115100,49-3042,100,19.33,11.90,15.43,21.23,22.43
