"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jan., 2013"	"2013/01"	"Other synthetic narcotics"	"T40.4"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Feb., 2013"	"2013/02"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Mar., 2013"	"2013/03"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Apr., 2013"	"2013/04"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"May, 2013"	"2013/05"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"May, 2013"	"2013/05"	"Heroin"	"T40.1"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"May, 2013"	"2013/05"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"May, 2013"	"2013/05"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"May, 2013"	"2013/05"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jun., 2013"	"2013/06"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
