"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Heroin"	"T40.1"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Other opioids"	"T40.2"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Other synthetic narcotics"	"T40.4"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Other opioids"	"T40.2"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Other synthetic narcotics"	"T40.4"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Other opioids"	"T40.2"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Other synthetic narcotics"	"T40.4"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Other opioids"	"T40.2"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"May, 2017"	"2017/05"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"May, 2017"	"2017/05"	"Heroin"	"T40.1"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"May, 2017"	"2017/05"	"Other opioids"	"T40.2"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"May, 2017"	"2017/05"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"May, 2017"	"2017/05"	"Other synthetic narcotics"	"T40.4"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Other opioids"	"T40.2"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Methadone"	"T40.3"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Other synthetic narcotics"	"T40.4"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Other opioids"	"T40.2"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Other synthetic narcotics"	"T40.4"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Other synthetic narcotics"	"T40.4"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Heroin"	"T40.1"	12	Not Applicable	Not Applicable
