"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2009"	"2009"	"Jan., 2009"	"2009/01"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Feb., 2009"	"2009/02"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Mar., 2009"	"2009/03"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Apr., 2009"	"2009/04"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"May, 2009"	"2009/05"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Jun., 2009"	"2009/06"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Jul., 2009"	"2009/07"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Aug., 2009"	"2009/08"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Sep., 2009"	"2009/09"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Oct., 2009"	"2009/10"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Nov., 2009"	"2009/11"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Dec., 2009"	"2009/12"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Jan., 2009"	"2009/01"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Feb., 2009"	"2009/02"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Mar., 2009"	"2009/03"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Apr., 2009"	"2009/04"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"May, 2009"	"2009/05"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Jun., 2009"	"2009/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Jul., 2009"	"2009/07"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Aug., 2009"	"2009/08"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Sep., 2009"	"2009/09"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Oct., 2009"	"2009/10"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Nov., 2009"	"2009/11"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Dec., 2009"	"2009/12"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Jan., 2009"	"2009/01"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Feb., 2009"	"2009/02"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Mar., 2009"	"2009/03"	52	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Apr., 2009"	"2009/04"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"May, 2009"	"2009/05"	62	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Jun., 2009"	"2009/06"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Jul., 2009"	"2009/07"	44	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Aug., 2009"	"2009/08"	39	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Sep., 2009"	"2009/09"	44	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Oct., 2009"	"2009/10"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Nov., 2009"	"2009/11"	54	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Dec., 2009"	"2009/12"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Jan., 2009"	"2009/01"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Feb., 2009"	"2009/02"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Mar., 2009"	"2009/03"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Apr., 2009"	"2009/04"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"May, 2009"	"2009/05"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Jun., 2009"	"2009/06"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Jul., 2009"	"2009/07"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Aug., 2009"	"2009/08"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Sep., 2009"	"2009/09"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Oct., 2009"	"2009/10"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Nov., 2009"	"2009/11"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	"Dec., 2009"	"2009/12"	18	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Jan., 2009"	"2009/01"	164	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Feb., 2009"	"2009/02"	152	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Mar., 2009"	"2009/03"	152	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Apr., 2009"	"2009/04"	158	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"May, 2009"	"2009/05"	169	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Jun., 2009"	"2009/06"	173	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Jul., 2009"	"2009/07"	158	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Aug., 2009"	"2009/08"	147	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Sep., 2009"	"2009/09"	149	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Oct., 2009"	"2009/10"	140	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Nov., 2009"	"2009/11"	137	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	"Dec., 2009"	"2009/12"	141	Not Applicable	Not Applicable
	"Colorado"	"08"	"2009"	"2009"	"Jan., 2009"	"2009/01"	23	Not Applicable	Not Applicable
	"Colorado"	"08"	"2009"	"2009"	"Feb., 2009"	"2009/02"	28	Not Applicable	Not Applicable
