"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2016"	"2016"	"Jan., 2016"	"2016/01"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Feb., 2016"	"2016/02"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Mar., 2016"	"2016/03"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Apr., 2016"	"2016/04"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"May, 2016"	"2016/05"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Jun., 2016"	"2016/06"	52	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Jul., 2016"	"2016/07"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Aug., 2016"	"2016/08"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Sep., 2016"	"2016/09"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Oct., 2016"	"2016/10"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Nov., 2016"	"2016/11"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Dec., 2016"	"2016/12"	38	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Jan., 2016"	"2016/01"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Feb., 2016"	"2016/02"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Mar., 2016"	"2016/03"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Apr., 2016"	"2016/04"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Aug., 2016"	"2016/08"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Dec., 2016"	"2016/12"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Jan., 2016"	"2016/01"	55	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Feb., 2016"	"2016/02"	54	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Mar., 2016"	"2016/03"	67	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Apr., 2016"	"2016/04"	68	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"May, 2016"	"2016/05"	57	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Jun., 2016"	"2016/06"	70	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Jul., 2016"	"2016/07"	78	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Aug., 2016"	"2016/08"	64	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Sep., 2016"	"2016/09"	45	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Oct., 2016"	"2016/10"	59	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Nov., 2016"	"2016/11"	64	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	"Dec., 2016"	"2016/12"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Jan., 2016"	"2016/01"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Feb., 2016"	"2016/02"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Mar., 2016"	"2016/03"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Apr., 2016"	"2016/04"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"May, 2016"	"2016/05"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Jul., 2016"	"2016/07"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Nov., 2016"	"2016/11"	23	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"California"	"06"	"2016"	"2016"	"Jan., 2016"	"2016/01"	155	Not Applicable	Not Applicable
	"California"	"06"	"2016"	"2016"	"Feb., 2016"	"2016/02"	148	Not Applicable	Not Applicable
	"California"	"06"	"2016"	"2016"	"Mar., 2016"	"2016/03"	184	Not Applicable	Not Applicable
