"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2015"	"2015"	"Jan., 2015"	"2015/01"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Feb., 2015"	"2015/02"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Mar., 2015"	"2015/03"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Apr., 2015"	"2015/04"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"May, 2015"	"2015/05"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Jun., 2015"	"2015/06"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Jul., 2015"	"2015/07"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Sep., 2015"	"2015/09"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Oct., 2015"	"2015/10"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Nov., 2015"	"2015/11"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Dec., 2015"	"2015/12"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Jan., 2015"	"2015/01"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Feb., 2015"	"2015/02"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Mar., 2015"	"2015/03"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Apr., 2015"	"2015/04"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"May, 2015"	"2015/05"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Jun., 2015"	"2015/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Jul., 2015"	"2015/07"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Aug., 2015"	"2015/08"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Sep., 2015"	"2015/09"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Nov., 2015"	"2015/11"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Dec., 2015"	"2015/12"	12	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Jan., 2015"	"2015/01"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Feb., 2015"	"2015/02"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Mar., 2015"	"2015/03"	54	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Apr., 2015"	"2015/04"	58	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"May, 2015"	"2015/05"	58	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Jun., 2015"	"2015/06"	53	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Jul., 2015"	"2015/07"	54	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Aug., 2015"	"2015/08"	75	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Sep., 2015"	"2015/09"	46	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Oct., 2015"	"2015/10"	53	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Nov., 2015"	"2015/11"	62	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	"Dec., 2015"	"2015/12"	50	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2015"	"2015"	"Jan., 2015"	"2015/01"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2015"	"2015"	"Feb., 2015"	"2015/02"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2015"	"2015"	"Mar., 2015"	"2015/03"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2015"	"2015"	"Apr., 2015"	"2015/04"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2015"	"2015"	"May, 2015"	"2015/05"	23	Not Applicable	Not Applicable
