"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2011"	"2011"	"Jan., 2011"	"2011/01"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Feb., 2011"	"2011/02"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Mar., 2011"	"2011/03"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Apr., 2011"	"2011/04"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"May, 2011"	"2011/05"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Jun., 2011"	"2011/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Jul., 2011"	"2011/07"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Aug., 2011"	"2011/08"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Sep., 2011"	"2011/09"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Oct., 2011"	"2011/10"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Nov., 2011"	"2011/11"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Dec., 2011"	"2011/12"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Jan., 2011"	"2011/01"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Feb., 2011"	"2011/02"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Mar., 2011"	"2011/03"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Apr., 2011"	"2011/04"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"May, 2011"	"2011/05"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Jun., 2011"	"2011/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Jul., 2011"	"2011/07"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Aug., 2011"	"2011/08"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Sep., 2011"	"2011/09"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Oct., 2011"	"2011/10"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Nov., 2011"	"2011/11"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Dec., 2011"	"2011/12"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Jan., 2011"	"2011/01"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Feb., 2011"	"2011/02"	47	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Mar., 2011"	"2011/03"	48	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Apr., 2011"	"2011/04"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"May, 2011"	"2011/05"	49	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Jun., 2011"	"2011/06"	39	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Jul., 2011"	"2011/07"	54	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Aug., 2011"	"2011/08"	42	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Sep., 2011"	"2011/09"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Oct., 2011"	"2011/10"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Nov., 2011"	"2011/11"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Dec., 2011"	"2011/12"	39	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Jan., 2011"	"2011/01"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Feb., 2011"	"2011/02"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Mar., 2011"	"2011/03"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Apr., 2011"	"2011/04"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"May, 2011"	"2011/05"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Jun., 2011"	"2011/06"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Jul., 2011"	"2011/07"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Aug., 2011"	"2011/08"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Sep., 2011"	"2011/09"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Oct., 2011"	"2011/10"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Nov., 2011"	"2011/11"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	"Dec., 2011"	"2011/12"	16	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Jan., 2011"	"2011/01"	181	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Feb., 2011"	"2011/02"	137	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Mar., 2011"	"2011/03"	169	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Apr., 2011"	"2011/04"	156	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"May, 2011"	"2011/05"	157	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Jun., 2011"	"2011/06"	143	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Jul., 2011"	"2011/07"	133	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Aug., 2011"	"2011/08"	150	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Sep., 2011"	"2011/09"	121	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Oct., 2011"	"2011/10"	154	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Nov., 2011"	"2011/11"	130	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	"Dec., 2011"	"2011/12"	166	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Jan., 2011"	"2011/01"	27	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Feb., 2011"	"2011/02"	43	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Mar., 2011"	"2011/03"	31	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Apr., 2011"	"2011/04"	29	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"May, 2011"	"2011/05"	31	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Jun., 2011"	"2011/06"	27	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Jul., 2011"	"2011/07"	39	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Aug., 2011"	"2011/08"	33	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Sep., 2011"	"2011/09"	30	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Oct., 2011"	"2011/10"	31	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Nov., 2011"	"2011/11"	31	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	"Dec., 2011"	"2011/12"	32	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2011"	"2011"	"Jan., 2011"	"2011/01"	19	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2011"	"2011"	"Feb., 2011"	"2011/02"	14	Not Applicable	Not Applicable
