"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	"Jan., 1999"	"1999/01"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Feb., 1999"	"1999/02"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Mar., 1999"	"1999/03"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Apr., 1999"	"1999/04"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"May, 1999"	"1999/05"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Jun., 1999"	"1999/06"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Jul., 1999"	"1999/07"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Aug., 1999"	"1999/08"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Sep., 1999"	"1999/09"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Oct., 1999"	"1999/10"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Nov., 1999"	"1999/11"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Dec., 1999"	"1999/12"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Jan., 1999"	"1999/01"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Feb., 1999"	"1999/02"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Mar., 1999"	"1999/03"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Apr., 1999"	"1999/04"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"May, 1999"	"1999/05"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Jun., 1999"	"1999/06"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Jul., 1999"	"1999/07"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Aug., 1999"	"1999/08"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Sep., 1999"	"1999/09"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Oct., 1999"	"1999/10"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Nov., 1999"	"1999/11"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Dec., 1999"	"1999/12"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Jan., 1999"	"1999/01"	14	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Feb., 1999"	"1999/02"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Mar., 1999"	"1999/03"	18	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Apr., 1999"	"1999/04"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"May, 1999"	"1999/05"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Jun., 1999"	"1999/06"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Jul., 1999"	"1999/07"	11	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Aug., 1999"	"1999/08"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Sep., 1999"	"1999/09"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Oct., 1999"	"1999/10"	10	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Nov., 1999"	"1999/11"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	"Dec., 1999"	"1999/12"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"1999"	"1999"	"Jan., 1999"	"1999/01"	Suppressed	Not Applicable	Not Applicable
