year,value,fips,month,county_name,state_abbr,state_name
1998,20655.0,01001,01,Autauga County,AL,Alabama
1998,20768.0,01001,02,Autauga County,AL,Alabama
1998,20882.0,01001,03,Autauga County,AL,Alabama
1998,20970.0,01001,04,Autauga County,AL,Alabama
1998,20974.0,01001,05,Autauga County,AL,Alabama
1998,20988.0,01001,06,Autauga County,AL,Alabama
1998,21134.0,01001,07,Autauga County,AL,Alabama
1998,21075.0,01001,08,Autauga County,AL,Alabama
1998,20970.0,01001,09,Autauga County,AL,Alabama
1998,21033.0,01001,10,Autauga County,AL,Alabama
1998,21172.0,01001,11,Autauga County,AL,Alabama
1998,21236.0,01001,12,Autauga County,AL,Alabama
1998,65911.0,01003,01,Baldwin County,AL,Alabama
1998,66535.0,01003,02,Baldwin County,AL,Alabama
1998,67434.0,01003,03,Baldwin County,AL,Alabama
1998,67783.0,01003,04,Baldwin County,AL,Alabama
1998,67729.0,01003,05,Baldwin County,AL,Alabama
1998,68035.0,01003,06,Baldwin County,AL,Alabama
1998,67883.0,01003,07,Baldwin County,AL,Alabama
1998,67744.0,01003,08,Baldwin County,AL,Alabama
1998,67441.0,01003,09,Baldwin County,AL,Alabama
1998,67536.0,01003,10,Baldwin County,AL,Alabama
1998,67788.0,01003,11,Baldwin County,AL,Alabama
1998,68031.0,01003,12,Baldwin County,AL,Alabama
1998,11764.0,01005,01,Barbour County,AL,Alabama
1998,11836.0,01005,02,Barbour County,AL,Alabama
1998,11792.0,01005,03,Barbour County,AL,Alabama
1998,11894.0,01005,04,Barbour County,AL,Alabama
1998,11945.0,01005,05,Barbour County,AL,Alabama
1998,12091.0,01005,06,Barbour County,AL,Alabama
1998,12233.0,01005,07,Barbour County,AL,Alabama
1998,12367.0,01005,08,Barbour County,AL,Alabama
1998,12601.0,01005,09,Barbour County,AL,Alabama
1998,12681.0,01005,10,Barbour County,AL,Alabama
1998,12739.0,01005,11,Barbour County,AL,Alabama
1998,12753.0,01005,12,Barbour County,AL,Alabama
1998,7259.0,01007,01,Bibb County,AL,Alabama
1998,7237.0,01007,02,Bibb County,AL,Alabama
1998,7311.0,01007,03,Bibb County,AL,Alabama
1998,7322.0,01007,04,Bibb County,AL,Alabama
1998,7447.0,01007,05,Bibb County,AL,Alabama
1998,7281.0,01007,06,Bibb County,AL,Alabama
1998,7259.0,01007,07,Bibb County,AL,Alabama
1998,7254.0,01007,08,Bibb County,AL,Alabama
1998,7142.0,01007,09,Bibb County,AL,Alabama
1998,7152.0,01007,10,Bibb County,AL,Alabama
1998,7101.0,01007,11,Bibb County,AL,Alabama
1998,6945.0,01007,12,Bibb County,AL,Alabama
1998,22548.0,01009,01,Blount County,AL,Alabama
1998,22671.0,01009,02,Blount County,AL,Alabama
1998,22841.0,01009,03,Blount County,AL,Alabama
1998,22945.0,01009,04,Blount County,AL,Alabama
